date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:00:45	1848/1848	---MCZ	200	added ('OK')	application/javascript	etag:W/%22613a1e84-738%22	https://www.dartfordlabourparty.org.uk/wp-content/plugins/gravityforms/js/jquery.json.min.js?ver=2.5.10	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/plugins/gravityforms/js/jquery.json.mind5a5.js	(from https://www.dartfordlabourparty.org.uk/volunteer/)
14:00:45	44071/44071	---MCZ	200	added ('OK')	application/javascript	etag:W/%22613a1e84-ac27%22	https://www.dartfordlabourparty.org.uk/wp-content/plugins/gravityforms/js/gravityforms.min.js?ver=2.5.10	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/plugins/gravityforms/js/gravityforms.mind5a5.js	(from https://www.dartfordlabourparty.org.uk/volunteer/)
14:00:46	105151/105151	---M--	200	added ('OK')	image/jpeg	etag:%225e90900f-19abf%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2018/06/Manifesto-Session-e1586532361949-1200x630-c-center.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2018/06/Manifesto-Session-e1586532361949-1200x630-c-center.jpg	(from https://www.dartfordlabourparty.org.uk/about/)
14:00:46	1370/1370	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:46%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/wp/v2/pages/3	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/wp/v2/pages/3.json	(from https://www.dartfordlabourparty.org.uk/about/)
14:00:46	2314/2314	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:46%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Fabout%2F	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embedb7f1.json	(from https://www.dartfordlabourparty.org.uk/about/)
14:00:46	2406/2406	---MCZ	200	added ('OK')	text/xml	date:Sun,%2019%20Sep%202021%2013:00:46%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Fabout%2F&format=xml	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embedb404	(from https://www.dartfordlabourparty.org.uk/about/)
14:00:47	100050/100050	---M--	200	added ('OK')	image/jpeg	etag:%225e90900f-186d2%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2018/06/Manifesto-Session-e1586532361949-1200x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2018/06/Manifesto-Session-e1586532361949-1200x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/about/)
14:00:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Sep%202021%2013:00:47%20GMT	https://www.dartfordlabourparty.org.uk/?p=3	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/index2207.html	(from https://www.dartfordlabourparty.org.uk/about/)
14:00:47	106804/106804	---M--	200	added ('OK')	image/jpeg	etag:%226061b8d3-1a134%22	https://www.dartfordlabourparty.org.uk/wp-content/themes/labour-multi-site-theme/static/img/meta-share-image.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/themes/labour-multi-site-theme/static/img/meta-share-image.jpg	(from https://www.dartfordlabourparty.org.uk/contact/)
14:00:47	1378/1378	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:47%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/wp/v2/pages/4	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/wp/v2/pages/4.json	(from https://www.dartfordlabourparty.org.uk/contact/)
14:00:47	2324/2324	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:47%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Fcontact%2F	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embedf366.json	(from https://www.dartfordlabourparty.org.uk/contact/)
14:00:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Sep%202021%2013:00:48%20GMT	https://www.dartfordlabourparty.org.uk/?p=4	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/index5c7e.html	(from https://www.dartfordlabourparty.org.uk/contact/)
14:00:48	2416/2416	---MCZ	200	added ('OK')	text/xml	date:Sun,%2019%20Sep%202021%2013:00:48%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed6fff	(from https://www.dartfordlabourparty.org.uk/contact/)
14:00:48	1451/1451	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:48%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/wp/v2/pages/45	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/wp/v2/pages/45.json	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:48	2364/2364	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:48%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Four-councillors%2F	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embedb1e9.json	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Sep%202021%2013:00:49%20GMT	https://www.dartfordlabourparty.org.uk/?p=45	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/index5e74.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:49	2456/2456	---MCZ	200	added ('OK')	text/xml	date:Sun,%2019%20Sep%202021%2013:00:49%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Four-councillors%2F&format=xml	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embedbf20	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:49	26722/26722	---M--	200	added ('OK')	image/jpeg	etag:%225e906994-6862%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/F760E6EC-3988-4E62-8031-90C2E7710D74-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/F760E6EC-3988-4E62-8031-90C2E7710D74-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:49	23155/23155	---M--	200	added ('OK')	image/jpeg	etag:%225e906b46-5a73%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/06A395CB-AF5E-4232-B043-5C908C5C7592-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/06A395CB-AF5E-4232-B043-5C908C5C7592-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:49	27714/27714	---M--	200	added ('OK')	image/jpeg	etag:%225e906b46-6c42%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Kelly-Council-Image-Landscape-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Kelly-Council-Image-Landscape-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:49	22301/22301	---M--	200	added ('OK')	image/jpeg	etag:%225dc607e2-571d%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/11/Sacha-Council-Image-Landscape-1-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/11/Sacha-Council-Image-Landscape-1-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:50	31604/31604	---M--	200	added ('OK')	image/jpeg	etag:%225e906b50-7b74%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Alina-Council-Image-Landscape-e1586522728464-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Alina-Council-Image-Landscape-e1586522728464-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:50	22407/22407	---M--	200	added ('OK')	image/jpeg	etag:%225e906b1f-5787%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Ricky-Council-Image-Landscape-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Ricky-Council-Image-Landscape-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:50	22207/22207	---M--	200	added ('OK')	image/jpeg	etag:%225e906acb-56bf%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/80FE30BD-CD2F-4E4B-A414-0F4834268D83-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/80FE30BD-CD2F-4E4B-A414-0F4834268D83-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:50	37054/37054	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:50%20GMT	https://www.dartfordlabourparty.org.uk/emma-ben-moussa/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/emma-ben-moussa/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:50	23743/23743	---M--	200	added ('OK')	image/jpeg	etag:%225e906aa6-5cbf%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Romana-Council-Image-Landscape-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Romana-Council-Image-Landscape-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:50	38125/38125	---M--	200	added ('OK')	image/jpeg	etag:%225e906aa6-94ed%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Council-Photo-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/04/Council-Photo-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Sep%202021%2013:00:51%20GMT	https://www.dartfordlabourparty.org.uk/category/our-councillors	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/category/our-councillors	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:52	109897/109897	---M--	200	added ('OK')	image/jpeg	etag:%2260a2ced3-1ad49%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2021/05/Polling-Day-Team-scaled-1200x630-c-center.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2021/05/Polling-Day-Team-scaled-1200x630-c-center.jpg	(from https://www.dartfordlabourparty.org.uk/elections-2021-thank-you/)
14:00:52	34880/34880	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:51%20GMT	https://www.dartfordlabourparty.org.uk/victoria-oguntope/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/victoria-oguntope/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:52	38130/38130	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:51%20GMT	https://www.dartfordlabourparty.org.uk/kelly-grehan/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/kelly-grehan/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:52	35025/35025	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:51%20GMT	https://www.dartfordlabourparty.org.uk/sacha-gosine/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/sacha-gosine/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:52	34793/34793	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:52%20GMT	https://www.dartfordlabourparty.org.uk/alina-gaskin/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/alina-gaskin/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:53	1777/1777	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:52%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/wp/v2/posts/216	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/wp/v2/posts/216.json	(from https://www.dartfordlabourparty.org.uk/elections-2021-thank-you/)
14:00:53	34585/34585	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:53%20GMT	https://www.dartfordlabourparty.org.uk/ricky-jones/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/ricky-jones/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:53	2412/2412	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:53%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Felections-2021-thank-you%2F	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed0125.json	(from https://www.dartfordlabourparty.org.uk/elections-2021-thank-you/)
14:00:53	35084/35084	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:53%20GMT	https://www.dartfordlabourparty.org.uk/adrian-oakley-dow/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/adrian-oakley-dow/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:53	34711/34711	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:53%20GMT	https://www.dartfordlabourparty.org.uk/romana-gosine/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/romana-gosine/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:53	2504/2504	---MCZ	200	added ('OK')	text/xml	date:Sun,%2019%20Sep%202021%2013:00:53%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Felections-2021-thank-you%2F&format=xml	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed6bb0	(from https://www.dartfordlabourparty.org.uk/elections-2021-thank-you/)
14:00:54	34778/34778	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:53%20GMT	https://www.dartfordlabourparty.org.uk/tom-maddison/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/tom-maddison/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:54	77262/77262	---M--	200	added ('OK')	image/jpeg	etag:%2260a2ced4-12dce%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2021/05/Polling-Day-Team-scaled-800x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2021/05/Polling-Day-Team-scaled-800x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/elections-2021-thank-you/)
14:00:54	23937/23937	---M--	200	added ('OK')	image/jpeg	etag:%225e7089b7-5d81%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/FE608E73-D63C-4BAA-901E-80B74D41D0DF-1200x630-c-center.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/FE608E73-D63C-4BAA-901E-80B74D41D0DF-1200x630-c-center.jpg	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-the-re-opening-of-our-schools/)
14:00:54	798/798	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%225e9cf6d1da83744f093221cd5c0f7e91-gzip%22	https://www.dartfordlabourparty.org.uk/elections-2021-thank-you/feed/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/elections-2021-thank-you/feed/index.html	(from https://www.dartfordlabourparty.org.uk/elections-2021-thank-you/)
14:00:54	39610/39610	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:54%20GMT	https://www.dartfordlabourparty.org.uk/category/our-councillors/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/category/our-councillors/index.html	(from https://www.dartfordlabourparty.org.uk/our-councillors/)
14:00:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Sep%202021%2013:00:54%20GMT	https://www.dartfordlabourparty.org.uk/?p=216	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/index4659.html	(from https://www.dartfordlabourparty.org.uk/elections-2021-thank-you/)
14:00:54	1849/1849	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:54%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/wp/v2/posts/191	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/wp/v2/posts/191.json	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-the-re-opening-of-our-schools/)
14:00:54	870/870	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%225e9cf6d1da83744f093221cd5c0f7e91-gzip%22	https://www.dartfordlabourparty.org.uk/coronavirus-update-the-re-opening-of-our-schools/feed/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/coronavirus-update-the-re-opening-of-our-schools/feed/index.html	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-the-re-opening-of-our-schools/)
14:00:55	2532/2532	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:55%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Fcoronavirus-update-the-re-opening-of-our-schools%2F	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed0128.json	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-the-re-opening-of-our-schools/)
14:00:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Sep%202021%2013:00:55%20GMT	https://www.dartfordlabourparty.org.uk/?p=191	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/indexbbbf.html	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-the-re-opening-of-our-schools/)
14:00:55	2624/2624	---MCZ	200	added ('OK')	text/xml	date:Sun,%2019%20Sep%202021%2013:00:55%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Fcoronavirus-update-the-re-opening-of-our-schools%2F&format=xml	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed625b	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-the-re-opening-of-our-schools/)
14:00:55	10534/10534	---M--	200	added ('OK')	image/jpeg	etag:%225e7089b7-2926%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/FE608E73-D63C-4BAA-901E-80B74D41D0DF-800x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/FE608E73-D63C-4BAA-901E-80B74D41D0DF-800x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-the-re-opening-of-our-schools/)
14:00:56	23436/23436	---M--	200	added ('OK')	image/jpeg	etag:%225e794b68-5b8c%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/79CE9D14-C922-49AF-A406-F2FD6235A243-1200x630-c-center.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/79CE9D14-C922-49AF-A406-F2FD6235A243-1200x630-c-center.jpg	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-useful-information/)
14:00:56	1816/1816	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:56%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/wp/v2/posts/165	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/wp/v2/posts/165.json	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-useful-information/)
14:00:56	837/837	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%224764a8028ec501bedce7296c45b2d61f-gzip%22	https://www.dartfordlabourparty.org.uk/coronavirus-update-useful-information/feed/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/coronavirus-update-useful-information/feed/index.html	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-useful-information/)
14:00:56	2477/2477	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:56%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Fcoronavirus-update-useful-information%2F	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed9408.json	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-useful-information/)
14:00:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2019%20Sep%202021%2013:00:56%20GMT	https://www.dartfordlabourparty.org.uk/?p=165	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/index17d5.html	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-useful-information/)
14:00:57	2569/2569	---MCZ	200	added ('OK')	text/xml	date:Sun,%2019%20Sep%202021%2013:00:56%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dartfordlabourparty.org.uk%2Fcoronavirus-update-useful-information%2F&format=xml	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/oembed/1.0/embede4c3	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-useful-information/)
14:00:57	10126/10126	---M--	200	added ('OK')	image/jpeg	etag:%225e794b68-278e%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/79CE9D14-C922-49AF-A406-F2FD6235A243-800x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/79CE9D14-C922-49AF-A406-F2FD6235A243-800x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/coronavirus-update-useful-information/)
14:00:57	680/680	---MCZ	200	added ('OK')	application/json	date:Sun,%2019%20Sep%202021%2013:00:57%20GMT	https://www.dartfordlabourparty.org.uk/wp-json/wp/v2/categories/9	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-json/wp/v2/categories/9.json	(from https://www.dartfordlabourparty.org.uk/category/latest-news/)
14:00:57	53158/53158	---M--	200	added ('OK')	image/jpeg	etag:%225e6f7bb7-cfa6%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/New-Labour-Group-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/New-Labour-Group-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/category/latest-news/)
14:00:57	8369/8369	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22ad3b7f2c5cdf3dac0f742e12f2deb917-gzip%22	https://www.dartfordlabourparty.org.uk/category/latest-news/feed/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/category/latest-news/feed/index.html	(from https://www.dartfordlabourparty.org.uk/category/latest-news/)
14:00:58	24901/24901	---M--	200	added ('OK')	image/jpeg	etag:%225b8bb4c4-6145%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2018/09/Money-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2018/09/Money-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/category/latest-news/)
14:00:58	38773/38773	---M--	200	added ('OK')	image/jpeg	etag:%225e64e6e0-9775%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/Int-Womens-Day-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2020/03/Int-Womens-Day-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/category/latest-news/)
14:00:58	39055/39055	---M--	200	added ('OK')	image/jpeg	etag:%225da19bbd-988f%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/492-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/492-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/category/latest-news/)
14:00:58	37101/37101	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2013:00:58%20GMT	https://www.dartfordlabourparty.org.uk/coronavirus-update-tuesday-17th-march/	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/coronavirus-update-tuesday-17th-march/index.html	(from https://www.dartfordlabourparty.org.uk/category/latest-news/)
14:00:58	54531/54531	---M--	200	added ('OK')	image/jpeg	etag:%225da197ff-d503%22	https://www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/Princes-CD-600x0-c-default.jpg	C:/My%20Web%20Sites/dartfordlaboursite/www.dartfordlabourparty.org.uk/wp-content/uploads/sites/340/2019/10/Princes-CD-600x0-c-default.jpg	(from https://www.dartfordlabourparty.org.uk/category/latest-news/)
